id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
37339619,桃花源没事儿,"小道士玄穹是天生穷命，只要一捞横财，必有天雷劈下。他啥钱也不敢挣，只能去桃花源当个俗务道人。这项工作钱少活又多，担责加背锅，因为桃花源里住的都是妖怪，鸡毛蒜皮，纷争不断。玄穹每天忙着为妖怪们排忧解难、调停劝和，勉力维持着桃花源的和睦局面。有一天，一个巨大的危机突然降临。这个穷酸小道士悲伤地发现这关乎所有居民的安危，还严重影响到了自己每月二两三钱的菲薄俸禄……
编辑推荐
一个穷酸小道士，一处祥和桃花源。
“南阳刘子骥，高尚士也，闻之，欣然规往。未果，寻病终。后遂无问津者。”原来《桃花源记》中的“寻而未果”另有玄机，秘境桃花源竟是妖怪乐土，由道门和妖怪共同守护。
小道士玄穹天生穷命，只要一有横财，必定天雷劈下。他啥钱也不敢挣，只能去桃花源当个俗务道人。每日面对的都是调解邻里争执、孩子打架、夫妻口角之类的琐碎活，一地鸡毛，劳心费力。而每个月的道禄只有二两三钱，勉强糊口。
这是马伯庸写作超过12年的作品，保留了他这些年来心境变化的痕迹，它可能斑驳，但留住了他的人生年轮。也许你已经步入中年，疲惫的身体挑着家庭的责任，但希望你别忘了当初那个沉迷游戏的热血少年。但愿大家都能在这个故事中看到自己的年轮。
本书小开本双封设计，封面用新锐插画师综合鱼子定制像素风插画设计而成，携带方便，阅读送礼都适宜。",https://dou.img.lithub.cc/book/37339619.jpg,2025-6,https://book.douban.com/subject/37339619/,7.6,,3,,,2025-09-14 11:26:36,马伯庸 / 2025 / 湖南文艺出版社
36710597,食南之徒,"【内容简介】
最贪吃的大汉使者唐蒙，
来到了最会吃的南越之国。
这里食材丰富，简直就是饕餮之徒的梦想之地。然而，在美食背后，却涌动着南北对峙、族群隔阂、权位争斗、国策兴废……种种波谲云诡，竟比岭南食材的风味更加复杂。
这个懒散的大汉使者，身陷岭南的政争漩涡。他唯 一能信赖的伙伴，只有食物；唯一的破局之法，只有追求极致美食的心。
谁都没想到，那一缕微妙滋味，竟关乎大汉与南越国运，乃至于整个中华版图……
【编辑推荐】
《食南之徒》是马伯庸2024年全新长篇历史小说。贪吃的汉使唐蒙来到饕餮圣地南越，没想到卷入南越宫廷的政争之中，南北对峙、族群隔阂、权位争斗、国策兴废……时局波谲云密，他能信赖的只有美食，能够破局的也只有那颗追求极致美食的心。更没人想到，唐蒙敏感的味觉竟然拓展了大汉对中华版图的认知……
美食不会骗人，每个人在它面前，都会露出本性。
1.马伯庸2024年全新长篇历史小说。
2.西汉“吃货”唐蒙出使南越，从“躺平”到“趟平”的故事。
3.一味不知原料的酱料，一枚原生北土的枣核，勾连出中华版图变迁的一段隐秘传奇，西南丝绸之路开拓史竟也由此展开。
4.知名画家施晓颉绘制封面，随书附赠五折六联全彩明信片插图。",https://dou.img.lithub.cc/book/36710597.jpg,2024-4-1,https://book.douban.com/subject/36710597/,8.2,,4,,小说,2025-01-07 23:22:20,马伯庸 / 2024 / 湖南文艺出版社
1029553,西游记（全二册）,《西游记》主要描写的是孙悟空保唐僧西天取经，历经九九八十一难的故事。唐僧取经是历史上一件真实的事。大约距今一千三百多年前，即唐太宗贞观元年（627），年仅25岁的青年和尚玄奘离开京城长安，只身到天竺（印度）游学。他从长安出发后，途经中亚、阿富汗、巴基斯坦，历尽艰难险阻，最后到达了印度。他在那里学习了两年多，并在一次大型佛教经学辩论会任主讲，受到了赞誉。贞观十九年（645）玄奘回到了长安，带回佛经657部。他这次西天取经，前后十九年，行程几万里，是一次传奇式的万里长征，轰动一时。后来玄奘口述西行见闻，由弟子辩机辑录成《大唐西域记》十二卷。但这部书主要讲述了路上所见各国的历史、地理及交通，没有什么故事。及到他的弟子慧立、彦琮撰写的《大唐大慈恩寺三藏法师传》，则为玄奘的经历增添了许多神话色彩，从此，唐僧取经的故事便开始在民间广为流传。南宋有《大唐三藏取经诗话》，金代院本有《唐三藏》、《蟠桃会》等，元杂剧有吴昌龄的《唐三藏西天取经》、无名氏的《二郎神锁齐大圣》等，这些都为《西游记》的创作奠定了基础。吴承恩也正是在民间传说和话本、戏曲的基础上，经过艰苦的再创造，完成了这部令中华民族为之骄傲的伟大大文学巨著。吴承恩，字汝忠，号射阳山人，淮安府山阳（今江苏省淮安市）人。约生于明弘治十三年至正德初年之间（1500—1510），约卒于万历十年（1582）。吴承恩的曾祖父、祖父都是读书人，任过县学的训导、教谕。但到了他父亲吴锐这一辈，由于家贫困，出赘徐家，“遂袭徐氏业，坐肆中”，当起了小商人。尽管如此，吴家却不失读书的传统。据说其父吴锐虽为商人，不仅为人正派，而且好读书，好谈时政，这自然对吴承恩产生较大影响。吴承恩从小就很聪明，很早入了学，少年得志，名满乡里。天启《淮安府志》卷十六说吴承恩“性敏而多慧，博极群书，为诗文，下笔立成。”但成年后的吴承恩却很不顺利，在科举进身的道路上屡遭挫折，到四十多岁才补了一个岁贡生，五十多岁任过浙江长兴县丞，后又担任过荆王府纪善，这是同县丞级别差不多的闲职。吴承恩创作《西游记》大约是中年以后，或认为是晚年所作，具体时间无法确定。除《西游记》外，他还创作有长诗《二郎搜山图歌》和《禹鼎志》。现存《射阳先生存稿》四卷，包括诗一卷、散文三卷，是吴承恩逝世后由丘度编订而成。 《西游记》全书一百回，从大的结构上看，可分成三个部分。第一回至第八回是第一部分，主要写了孙悟空出世、拜师、大闹天宫，这是全书最精彩的章节，热闹非凡，孙悟空上天入地好一顿折腾，将他的反抗性格表现得淋漓尽致。第八回至第十二回是第二部分，主要写了唐僧的出身及取经的缘由。第十三回至最后一回是第三部分，主要写唐僧西天取经，路上先后收了孙悟空、猪八戒、沙和尚三个徒弟，并历经九九八十一难，终于取到了真经，修成了正果。 《西游记》向人们展示了一个绚丽多彩的神魔世界，人们无不在作者丰富而大胆的艺术想象面前惊叹不已。然而，任何一部文学作品都是一定社会生活的反映，作为神魔小说杰出代表的《西游记》亦不例外。正如鲁迅先生在《中国小说史略》中指出，《西游记》“讽刺揶揄则取当时世态，加以铺张描写”。又说：“作者禀性，‘复善谐剧’，故虽述变幻恍忽之事，亦每杂解颐之言，使神魔皆有人情，精魅亦通世故。”的确如此。 通过《西游记》中虚幻的神魔世界，我们处处可以看到现实社会的投影。如在孙悟空的形象创造上，就寄托了作者的理想。 孙悟空那种不屈不挠的斗争精神，奋起金箍棒，横扫一切妖魔鬼怪的大无畏气概，反映了人民的愿望和要求。他代表了一种正义的力量，表现出人民战胜一切困难的必胜信念。又如取经路上遇到的那些妖魔，或是自然灾难的幻化，或是邪恶势力的象征。他们的贪婪、凶残、阴险和狡诈，也正是封建社会里的黑暗势力的特点。不仅如此，玉皇大帝统治的天宫、如来佛祖管辖的西方极乐世界，也都浓浓地涂上了人间社会的色彩。而作者对封建社会最高统治者的态度也颇可玩味，在《西游记》中，简直找不出一个称职的皇帝；至于昏聩无能的玉皇大帝、宠信妖怪的车迟国国王、要将小儿心肝当药引子的比丘国国王，则不是昏君就是暴君。对这些形象的刻画，即使是信手拈来，也无不具有很强的现实意义。 《西游记》不仅有较深刻的思想内容，艺术上也取得了很高的成就。它以丰富奇特的艺术想象、生动曲折的故事情节，栩栩如生的人物形象，幽默诙谐的语言，构筑了一座独具特色的《西游记》艺术宫殿。但我认为，《西游记》在艺术上的最大成就，是成功地创造了孙悟空、猪八戒这两个不朽的艺术形象。 孙悟空是《西游记》中第一主人公，是个非常了不起的英雄。他有无穷的本领，天不怕地不怕，具有不屈的反抗精神。他有着大英雄的不凡气度，也有爱听恭维话的缺点。他机智勇敢又诙谐好闹。而他最大的特点就是敢斗。与至高至尊的玉皇大帝敢斗，楞是叫响了“齐天大圣”的美名；与妖魔鬼怪敢斗，火眼金睛决不放过一个妖魔，如意金箍棒下决不对妖魔留情；与一切困难敢斗，决不退却低头。这就是孙悟空，一个光彩夺目的神话英雄。说到猪八戒，他的本事比孙悟空可差远了，更谈不上什么光辉高大，但这个形象同样刻画得非常好。 猪八戒是一个喜剧形象，他憨厚老实，有力气，也敢与妖魔作斗争，是孙悟空第一得力助手。但他又满身毛病，如好吃，好占小便宜，好女色，怕困难，常常要打退堂鼓，心里老想着高老庄的媳妇；他有时爱撒个谎，可笨嘴拙腮的又说不圆；他还时不时地挑拨唐僧念紧箍咒，让孙悟空吃点苦头；他甚至还藏了点私房钱，塞在耳朵里。他的毛病实在多，这正是小私有者的恶习。作者对猪八戒缺点的批评是很严厉的，但又是善意的。他并不是一个被否定的人物，因此人们并不厌恶猪八戒，相反却感到十分真实可爱。唐僧的形象写得也不错，但比起孙悟空、猪八戒来，则要逊色得多。沙僧更是缺少鲜明的性格特点，这不能不说是《西游记》的缺憾。尽管如此，《西游记》在艺术上取得的成就仍是十分惊人的，孙悟空、猪八戒这两个形象，以其鲜明的个性特征，在中国文学史上立起了一座不朽的艺术丰碑。,https://dou.img.lithub.cc/book/1029553.jpg,2004-8,https://book.douban.com/subject/1029553/,9.1,,4,,,2025-01-04 15:43:06,吴承恩 / 2004 / 人民文学出版社
35705149,平面国,这是一本由正方形撰写的神奇回忆录。在正方形所在的二维世界平面国，只有长和宽，没有高，居民按形状被分成多个阶级：卑微的等腰三角形、普通的等边三角形、作为绅士的正方形和五边形、高贵的六边形和更多边形。一天，正方形遇到了来自三维世界空间国的球体，由此展开了一段神奇的空间之旅。这时，正方形才发现，真实的世界远远超出了想象，一个前所未有的维度在眼前展开……,https://dou.img.lithub.cc/book/35705149.jpg,2022-1,https://book.douban.com/subject/35705149/,9.2,,3,,,2024-11-11 11:30:43,[英国] 埃德温·A·艾勃特 / 2022 / 江苏凤凰文艺出版社
10539805,捕鼠器,"★侦探小说女王阿加莎•克里斯蒂最著名的剧作；
★2022年《捕鼠器》上演七十周年，迄今为止全球连续上演时间最长的剧目；
★一场精密的谋杀，一群各怀鬼胎的旅客，一段时隔多年的复仇之旅，集齐各种典型阿婆元素，共同开启一桩史无前例的“暴风雪山庄模式”罪案。
------------------------------------------------------------------------------------------------------------
《捕鼠器》讲述在一个风雪交加的下午，帕丁顿斑鸠街二十四号发生了一起凶杀案。现场线索表明杀人犯已逃往群僧井庄园旅馆。就在这个傍晚，在刚刚开业的群僧井庄园旅馆里，年轻的拉尔斯顿夫妇迎来了五位奇怪的客人，凶手在其中吗？危险还存在吗？次日下午，伯克郡警察局的警官特洛特也来到旅馆，他带来了更可怕的消息，风雪把所有人都困在了旅馆里。所有人都忧心忡忡，小心翼翼地守护着各自的秘密；与此同时，一场可怕的“杀人游戏”由此开始……",https://dou.img.lithub.cc/book/10539805.jpg,2012-4,https://book.douban.com/subject/10539805/,7.7,,3,"1.凯思薇尔为什么信任并选择梅特卡夫少校
2.特洛特既然还要杀人，为什么要去找滑雪板
3.既然特洛特有机会杀死法官，为什么没有杀死发现法官尸体的茉莉
故事顾此失彼，作为推理小说不够合格，作为定制的“贺礼”倒也可以接受",,2024-11-06 16:47:03,[英] 阿加莎·克里斯蒂 / 2012 / 上海译文出版社
30216767,我们仨,"《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨绛在92岁高龄的时候用心记述了他们这个特殊家庭63年的风风雨雨、点点滴滴，结成回忆录《我们仨》。
这本书分为两部分。第一部分中，作者以其一贯的慧心、独特的笔法，用梦境的形式讲述了最后几年中一家三口相依为命的情感体验。第二部分，以平实感人的文字记录了自1935年伉俪二人赴英国留学并在牛津喜得爱女，直至1998年丈夫逝世，63年间这个家庭鲜为人知的坎坷历程。他们的足迹跨过半个地球，穿越风云多变的半个世纪：战火、疾病、生离死别……不论暴风骤雨，他们相濡以沫，美好的家庭已经成为杨先生一家人的庇护所。",https://dou.img.lithub.cc/book/30216767.jpg,2018-6-1,https://book.douban.com/subject/30216767/,9,,3,,,2024-06-13 11:13:30,杨绛 / 2018 / 生活·读书·新知三联书店
30414743,显微镜下的大明,"★ 马伯庸全新历史纪实作品，一本值得收藏的明朝历史书
★ 六件罕为人知的明代档案，六个尘封已久的民生往事
★ 生动的基层治政手册，于细微处读懂真正的古代中国
★ 这本书娓娓道来，用笔绵密细致。读者读来也可以从一个又一个细节当中，编织起一个复杂的大明帝国。——张宏杰
----------------------------- ----------------------------------------------------
本书讲述的，是六个深藏于故纸堆中的明代基层政治事件。
作者从明代的一系列罕见民间档案文书里，挖掘出这些尘封已久的故事。这些档案是中国历史中绝无仅有的奇迹，它们着眼于平民的政治生活，而且记录极为详尽。在这里，我们能看到朴实的百姓诉求、狡黠的民间智慧、肮脏的胥吏手段、微妙的官场均衡之术，从无数个真实的细节里，展现出一幅极其鲜活的政治生态图景。
这六个事件聚焦于一府一县乃至一村之内，记录的是最底层平民的真实政治生活：当遭遇税收不公时，他们如何愤起抗争；当家族权益受到损害时，他们如何兴起诉讼；当政治利益与商业利益发生矛盾，他们如何与官府周旋博弈；当朝廷要求整顿户籍，他们又是如何从中造假牟利……
《学霸必须死——徽州丝绢案始末》：万历年间，一项不公正的税收政策在徽州府引发了旷日持久的混乱。乱民、县官、州府、户部、首辅、皇帝等诸多利益集团的博弈之局。
《笔与灰的抉择——婺源龙脉保卫战》：婺源县一场持续了六十四年的经济争端，反映了一个县级官员，是如何在重大议题上平衡一县之利害的。
《谁动了我的祖庙——杨干院律政风云》：歙县一桩民间庙产争夺案。诉讼双方在这场绵延八年的官司中各展所长，用尽心思，上演了一场精彩绝伦的嘉靖法律大戏。
《天下透明——大明第一档案库的前世今生》：一个坐落于后湖（玄武湖）中的冷门机构——大明黄册库从建立到衰败的全过程。了解明代的基层统治，是如何一步步垮掉的。
《胥吏的盛宴——彭县小吏舞弊案》：一件小到不能再小的官司，却引来了无数贪婪蚊虫的叮咬。胥吏之恶，被刻画得淋漓尽致。
《正统年间的四条冤魂》：四个无辜的清白老百姓，是如何裹挟入朝廷斗争的。
作者力图以冷静克制的零度叙事，替那些生于尘埃、死于无闻的蝼蚁之辈作传，转述他们湮没于宏大历史中的声音。想要读懂大明，想要读懂中国古代政治，不可只注目于朝堂，亦要听到最底层的呐喊。在一个个普通人的遭遇中，才蕴藏着最真实的规律。",https://dou.img.lithub.cc/book/30414743.jpg,2019-1,https://book.douban.com/subject/30414743/,8.7,,5,,,2024-06-13 11:11:41,马伯庸 / 2019 / 湖南文艺出版社
36328704,太白金星有点烦,"太白金星李长庚最近有点烦。
天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保唐僧能安全走完流程，平稳取经成佛。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始：费用报销、工作汇报、人事安排、各路大仙塞来的条子、各地妖怪暗藏的心思，捋不出的千头万缕，做不完的琐碎繁杂……当大闹天宫的真相重新浮出水面，牵扯出无数因果，李长庚发觉自己成就金仙的道路越加渺茫。
【编辑推荐】
这是每一个成年人应该重读的西游故事。
太白金星李长庚最近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保项目无虞。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始。
项目过程中，如何报销活动费用？如何写工作汇报？如何平衡不同上级的诉求？如何应对突发状况？如何解决人事纠纷？一系列问题在不改变经典著作《西游记》结局的基础上展开了丰富有趣的职场生态，即便李长庚锦囊无数，也不免常常陷入焦虑。
都说神仙要“超脱因果，太上忘情”，都说不要在职场里动感情，太白金星却说，“很多人间执念我们无法理解，但不代表那些痛苦就不存在。”即使得了“仙”“佛”之号，依旧抛不下一个人字，有人，就有抛不下的牵挂、因果与苦乐得失。
打碎无意义的追逐，才是真的得道。
延续《长安的荔枝》小开本双封设计，随书附10张著名画家施晓颉所绘创意插图。
【媒体推荐】
地下取经队伍降妖除魔百般威武，天上神界仙界各怀心思斗智斗勇。现代视角另类演绎西游故事，就算成仙也得讲究职场智慧。
——《收获》杂志",https://dou.img.lithub.cc/book/36328704.jpg,2023-6,https://book.douban.com/subject/36328704/,9,,5,,,2024-06-12 20:17:37,马伯庸 / 2023 / 湖南文艺出版社
25893465,万历十五年,"万历十五年，亦即公元1587年，在西欧历史上为西班牙舰队全部出动征英的前一年；而在中国，在这平平淡淡的一年中，发生了若干为历史学家所易于忽视的事件。这些事件，表面看来虽似末端小节，但实质上却是以前发生大事的症结，也是将在以后掀起波澜的机缘。在历史学家黄仁宇的眼中，其间的关系因果，恰为历史的重点，而我们的大历史之旅，也自此开始……
本书是黄仁宇名作《万历十五年》的最新中文版本，统一校订全书文字，增收黄仁宇《1619年的辽东战役》等数篇文章，精选黑白和彩色历史图片以及黄仁宇相片、手迹等40多幅，图文相得益彰，采用布面精装形式，是截至目前内容最完善、最丰富的版本。随经典版特别附赠《经典的历程》，揭秘本书中文版传奇故事。",https://dou.img.lithub.cc/book/25893465.jpg,2014-7,https://book.douban.com/subject/25893465/,9.1,,5,,,2024-06-07 15:46:08,黄仁宇 / 2014 / 中华书局
30206893,中国历代政治得失,《中国历代政治得失》为作者的专题演讲合集，分别就中国汉、唐、宋、明、清五代的政府组织、百官职权、考试监察、财经赋税、兵役义务等种种政治制度作了提要勾玄的概观与比照，叙述因革演变，指陈利害得失。既高屋建瓴地总括了中国历史与政治的精要大义，又点明了近现代国人对传统文化和精神的种种误解。言简意赅，语重心长，实不失为一部简明的“中国政治制度史”。《中国历代政治得失》的作者是钱穆。,https://dou.img.lithub.cc/book/30206893.jpg,2018-10,https://book.douban.com/subject/30206893/,9.4,,5,,历史,2024-05-31 12:20:50,钱穆 / 2018 / 生活·读书·新知三联书店
